customerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4439-YRNVD,2019-04-01,No,Month-to-month,No,Electronic check,36.25,384.25
2876-VBBBL,2019-12-01,No,Month-to-month,Yes,Mailed check,20.25,40.5
6834-NXDCA,2018-11-01,No,Month-to-month,Yes,Electronic check,23.9,372.84
2208-UGTGR,2015-06-01,No,Month-to-month,No,Electronic check,98.6,5521.6
3005-TYFRD,2015-07-01,2019-08-01,Month-to-month,Yes,Credit card (automatic),103.65,5180.43
8670-MEFCP,2017-02-01,No,Two year,Yes,Credit card (automatic),92.9,3344.4
3079-BCHLN,2016-03-01,No,One year,No,Bank transfer (automatic),19.9,935.3
7777-UNYHB,2019-02-01,No,Month-to-month,Yes,Credit card (automatic),20.1,243.61
5597-GLBUC,2019-10-01,No,Month-to-month,Yes,Electronic check,85.45,341.8
7278-CKDNC,2018-02-01,No,Month-to-month,Yes,Electronic check,80.5,1932.0
2748-MYRVK,2014-10-01,2017-04-01,One year,No,Bank transfer (automatic),99.9,3266.73
8450-UYIBU,2017-03-01,No,Month-to-month,Yes,Electronic check,39.85,1408.7
2969-VAPYH,2014-07-01,No,One year,No,Credit card (automatic),60.5,4053.5
4822-YCXMX,2017-09-01,2019-06-01,Month-to-month,Yes,Electronic check,84.8,1780.8
7181-OQCUT,2018-05-01,No,Month-to-month,No,Mailed check,103.85,2398.93
8474-UMLNT,2019-01-01,No,Month-to-month,No,Bank transfer (automatic),67.8,969.54
9821-POOTN,2017-02-01,2018-05-01,Month-to-month,Yes,Electronic check,75.2,1229.52
3836-FZSDJ,2014-03-01,2018-03-01,Two year,No,Bank transfer (automatic),24.85,1300.15
9142-XMYJH,2017-09-01,No,Month-to-month,No,Credit card (automatic),19.35,589.21
6559-ILWKJ,2014-02-01,2017-06-01,Two year,No,Electronic check,49.35,1993.74
0187-QSXOE,2019-07-01,No,Month-to-month,Yes,Electronic check,89.0,623.0
7733-UDMTP,2015-05-01,No,Month-to-month,Yes,Electronic check,55.0,3197.7
2649-HWLYB,2014-09-01,2017-09-01,Two year,No,Bank transfer (automatic),76.15,2741.4
5214-CHIWJ,2017-11-01,No,One year,No,Mailed check,20.3,580.99
4229-CZMLL,2019-05-01,No,Month-to-month,Yes,Electronic check,74.9,734.77
6904-JLBGY,2014-02-01,2018-02-01,Two year,Yes,Credit card (automatic),117.35,5632.8
2465-BLLEU,2020-01-01,No,Month-to-month,Yes,Mailed check,19.75,21.53
1685-VAYJF,2019-03-01,No,Month-to-month,No,Credit card (automatic),45.2,517.09
8874-EJNSR,2016-11-01,No,Two year,No,Mailed check,25.2,982.8
6917-YACBP,2015-03-01,No,Month-to-month,Yes,Electronic check,89.75,5401.15
5049-MUBWG,2017-12-01,No,One year,No,Bank transfer (automatic),75.0,1950.0
4223-WOZCM,2019-12-01,No,Month-to-month,No,Mailed check,49.95,99.9
0769-MURVM,2014-02-01,2015-12-01,Two year,No,Bank transfer (automatic),65.7,1445.4
9253-VIFJQ,2014-09-01,No,One year,No,Credit card (automatic),67.05,4794.08
7030-FZTFM,2014-02-01,No,Two year,No,Credit card (automatic),110.9,7984.8
9741-YLNTD,2019-08-01,No,Month-to-month,Yes,Bank transfer (automatic),87.95,527.7
5917-RYRMG,2017-06-01,No,One year,No,Credit card (automatic),19.8,639.94
5120-ZBLAI,2015-12-01,No,One year,No,Bank transfer (automatic),75.7,3822.85
1194-BHJYC,2015-01-01,No,Two year,Yes,Mailed check,62.15,3791.15
3663-MITLP,2018-10-01,No,Month-to-month,Yes,Electronic check,101.25,1620.0
0906-QVPMS,2014-02-01,No,Two year,No,Bank transfer (automatic),115.15,8456.62
9025-ZRPVR,2019-01-01,No,Month-to-month,Yes,Mailed check,18.95,246.35
1905-OEILC,2020-01-01,No,Month-to-month,No,Mailed check,19.5,21.45
7858-GTZSP,2019-02-01,No,Month-to-month,Yes,Electronic check,86.55,1038.6
3285-UCQVC,2016-10-01,2018-06-01,Month-to-month,No,Credit card (automatic),28.6,572.0
6248-BSHKG,2015-01-01,No,One year,No,Mailed check,20.4,1294.18
4685-TFLLS,2018-08-01,No,One year,No,Bank transfer (automatic),19.8,356.4
3470-BTGQO,2018-05-01,No,Month-to-month,No,Mailed check,45.65,1035.34
1209-VFFOC,2014-06-01,2017-10-01,Two year,Yes,Mailed check,56.4,2256.0
8224-DWCKX,2019-02-01,No,Month-to-month,Yes,Credit card (automatic),73.3,879.6
5482-PLVPE,2019-11-01,No,Month-to-month,No,Electronic check,24.35,73.05
4553-DVPZG,2014-12-01,No,Month-to-month,Yes,Electronic check,101.35,6597.89
4902-OHLSK,2017-08-01,No,Month-to-month,No,Electronic check,98.65,3018.69
6917-IAYHD,2020-01-01,No,Month-to-month,No,Mailed check,33.6,35.28
0495-ZBNGW,2019-05-01,No,Month-to-month,Yes,Bank transfer (automatic),79.9,755.06
8620-RJPZN,2020-01-01,No,Month-to-month,No,Electronic check,20.7,21.11
7572-KPVKK,2014-12-01,No,Two year,Yes,Electronic check,104.05,6451.1
2642-MAWLJ,2017-02-01,No,Two year,No,Bank transfer (automatic),20.25,729.0
2357-COQEK,2017-08-01,2019-08-01,Month-to-month,Yes,Electronic check,103.3,2727.12
7103-ZGVNT,2014-05-01,No,One year,No,Credit card (automatic),73.7,5288.71
3737-GCSPV,2018-12-01,2019-08-01,Month-to-month,Yes,Credit card (automatic),96.2,769.6
2027-WKXMW,2014-11-01,No,Month-to-month,Yes,Electronic check,108.75,7399.35
7137-NAXML,2018-03-01,No,One year,No,Bank transfer (automatic),20.15,477.35
2428-ZMCTB,2019-04-01,No,Month-to-month,No,Credit card (automatic),19.75,209.35
2961-VNFKL,2014-03-01,No,Two year,Yes,Credit card (automatic),25.95,1842.45
1768-HNVGJ,2016-05-01,2019-12-01,Month-to-month,Yes,Electronic check,70.05,3192.88
6963-KQYQB,2014-04-01,No,Two year,No,Mailed check,24.05,1767.68
5934-RMPOV,2018-04-01,No,Month-to-month,Yes,Electronic check,84.75,1864.5
1207-BLKSA,2015-10-01,No,Two year,No,Mailed check,23.05,1270.52
4088-YLDSU,2015-04-01,2018-04-01,One year,Yes,Electronic check,104.15,3824.39
8316-BBQAY,2014-09-01,No,Two year,No,Credit card (automatic),59.95,3896.75
1166-PQLGG,2014-02-01,No,Two year,No,Bank transfer (automatic),19.55,1492.06
3146-JTQHR,2019-04-01,No,One year,No,Bank transfer (automatic),19.6,201.88
4291-YZODP,2019-07-01,No,One year,No,Mailed check,20.05,140.35
4395-PZMSN,2019-09-01,No,Month-to-month,Yes,Electronic check,85.55,440.58
6427-FEFIG,2018-02-01,No,Two year,No,Credit card (automatic),78.6,1886.4
0017-IUDMW,2014-02-01,No,Two year,Yes,Credit card (automatic),116.8,8998.27
8706-HRADD,2018-05-01,No,Month-to-month,Yes,Mailed check,43.55,914.55
9955-QOPOY,2014-05-01,No,One year,Yes,Credit card (automatic),60.8,4237.15
4385-ZKVNW,2016-06-01,2019-02-01,Month-to-month,Yes,Bank transfer (automatic),54.9,1756.8
5446-DKWYW,2015-01-01,2018-04-01,One year,Yes,Electronic check,65.2,2542.8
2034-CGRHZ,2017-11-01,2018-11-01,Month-to-month,Yes,Credit card (automatic),102.95,1358.94
5797-APWZC,2019-12-01,No,Month-to-month,No,Electronic check,90.6,181.2
3683-QKIUE,2019-06-01,No,Month-to-month,Yes,Bank transfer (automatic),50.8,434.85
4228-ZGYUW,2019-07-01,No,Month-to-month,Yes,Electronic check,90.05,630.35
9031-ZVQPT,2014-02-01,No,Two year,Yes,Electronic check,108.2,7790.4
2990-IAJSV,2014-02-01,No,Two year,No,Bank transfer (automatic),92.0,6624.0
8107-KNCIM,2018-12-01,No,Month-to-month,Yes,Electronic check,75.1,1051.4
9027-YFHQJ,2019-07-01,No,Month-to-month,Yes,Bank transfer (automatic),25.05,189.38
5176-LDKUH,2016-02-01,No,One year,No,Electronic check,75.15,3931.85
4644-OBGFZ,2015-07-01,No,One year,No,Mailed check,19.5,1115.4
7926-IJOOU,2020-01-01,No,Month-to-month,No,Credit card (automatic),19.3,19.3
6480-YAGIY,2016-05-01,No,One year,No,Credit card (automatic),112.2,5049.0
4029-HPFVY,2019-11-01,No,Month-to-month,Yes,Mailed check,70.3,210.9
7602-DBTOU,2014-03-01,2017-08-01,Two year,No,Mailed check,19.6,803.6
5345-BMKWB,2019-06-01,No,Month-to-month,No,Mailed check,20.25,162.0
3519-ZKXGG,2019-09-01,No,Month-to-month,Yes,Electronic check,75.85,383.04
5457-COLHT,2014-05-01,No,Two year,No,Bank transfer (automatic),80.65,5676.15
6416-TVAIH,2019-10-01,No,Month-to-month,Yes,Electronic check,68.5,298.66
5451-YHYPW,2014-02-01,No,Two year,Yes,Credit card (automatic),115.75,8834.04
5108-ADXWO,2019-02-01,No,Month-to-month,Yes,Electronic check,73.5,952.56
7998-WNZEM,2014-03-01,No,Two year,No,Bank transfer (automatic),80.6,5779.83
3066-RRJIO,2019-10-01,No,Month-to-month,Yes,Mailed check,69.95,285.4
4664-NJCMS,2017-05-01,No,Two year,No,Bank transfer (automatic),59.55,1965.15
0307-BCOPK,2018-10-01,No,One year,No,Mailed check,19.05,304.8
7629-WFGLW,2015-06-01,2020-01-01,One year,No,Electronic check,95.65,5260.75
2542-HYGIQ,2020-01-01,No,Month-to-month,No,Credit card (automatic),19.95,19.95
6715-OFDBP,2019-05-01,No,Month-to-month,Yes,Electronic check,70.05,630.45
5016-LIPDW,2015-05-01,2017-11-01,One year,No,Mailed check,19.4,605.28
6481-LXPWL,2015-06-01,No,One year,Yes,Credit card (automatic),36.1,2183.33
1567-DSCIC,2019-05-01,No,Month-to-month,Yes,Electronic check,94.0,879.84
2150-UWTFY,2017-12-01,No,Month-to-month,No,Mailed check,61.15,1621.7
6124-ACRHJ,2020-01-01,No,Month-to-month,No,Mailed check,19.75,19.75
9362-MWODR,2016-10-01,No,Month-to-month,Yes,Credit card (automatic),64.1,2564.0
9975-GPKZU,2016-04-01,No,Two year,No,Credit card (automatic),19.75,908.5
9625-RZFUK,2014-11-01,No,Two year,No,Mailed check,19.7,1241.1
5153-LXKDT,2014-06-01,No,Two year,Yes,Electronic check,110.2,8018.15
5161-UBZXI,2014-05-01,No,Two year,Yes,Credit card (automatic),106.35,7705.06
1020-JPQOW,2015-06-01,No,Month-to-month,No,Electronic check,90.55,5070.8
7919-ZODZZ,2019-04-01,No,One year,Yes,Mailed check,65.9,718.31
0565-JUPYD,2014-11-01,No,One year,No,Credit card (automatic),104.5,6649.34
6867-ACCZI,2018-02-01,No,Two year,Yes,Mailed check,52.5,1297.8
5939-XAIXZ,2018-07-01,No,Month-to-month,Yes,Mailed check,56.1,1065.9
9054-FOWNV,2018-04-01,No,Month-to-month,Yes,Electronic check,88.75,1991.55
2683-BPJSO,2017-08-01,No,Month-to-month,Yes,Electronic check,84.45,2533.5
2157-MXBJS,2018-10-01,No,One year,Yes,Mailed check,75.3,1228.9
8207-VVMYB,2014-04-01,No,Two year,Yes,Bank transfer (automatic),26.0,1820.0
9732-EQMWY,2016-01-01,No,Month-to-month,No,Electronic check,99.4,5016.72
9360-AHGNL,2016-04-01,2018-12-01,One year,Yes,Mailed check,109.55,3505.6
1087-UDSIH,2019-08-01,No,Month-to-month,Yes,Mailed check,19.6,124.66
5269-NRGDP,2016-08-01,No,One year,No,Electronic check,73.15,3379.53
6195-MELTI,2015-05-01,No,One year,Yes,Mailed check,54.65,3115.05
5485-WUYWF,2019-11-01,No,Month-to-month,No,Bank transfer (automatic),66.4,199.2
2121-JAFOM,2014-02-01,No,Two year,Yes,Credit card (automatic),115.55,8319.6
8818-DOPVL,2016-04-01,No,Month-to-month,Yes,Electronic check,104.45,5092.98
2632-UCGVD,2014-04-01,2016-12-01,Month-to-month,Yes,Credit card (automatic),100.05,3201.6
5445-PZWGX,2014-11-01,2018-05-01,One year,No,Electronic check,102.0,4284.0
1227-UDMZR,2014-02-01,No,Two year,Yes,Bank transfer (automatic),91.15,6956.57
5198-HQAEN,2017-03-01,2020-01-01,One year,Yes,Electronic check,89.7,3202.29
9170-CCKOU,2018-07-01,2019-03-01,Month-to-month,No,Credit card (automatic),90.2,750.46
2167-FQSTQ,2014-02-01,No,Two year,Yes,Electronic check,92.4,7318.08
2819-GWENI,2017-10-01,No,One year,No,Mailed check,19.9,590.63
1043-YCUTE,2015-04-01,2017-05-01,Two year,Yes,Credit card (automatic),25.15,679.05
3814-MLAXC,2017-05-01,No,Month-to-month,Yes,Credit card (automatic),79.85,2740.45
3572-UUHRS,2016-05-01,2017-06-01,One year,No,Bank transfer (automatic),18.85,264.65
2692-PFYTJ,2020-01-01,No,Month-to-month,Yes,Mailed check,25.75,27.04
1226-UDFZR,2019-10-01,No,Month-to-month,Yes,Mailed check,49.6,216.26
5955-EPOAZ,2019-08-01,No,Month-to-month,Yes,Mailed check,20.95,134.5
6821-JPCDC,2016-02-01,No,One year,Yes,Electronic check,97.05,4658.4
8815-LMFLX,2018-01-01,No,Month-to-month,Yes,Bank transfer (automatic),25.4,635.0
9135-HSWOC,2014-10-01,No,Two year,Yes,Bank transfer (automatic),19.7,1260.8
8582-KRHPJ,2015-12-01,No,Month-to-month,Yes,Mailed check,35.0,1855.0
5811-IWXYM,2015-10-01,No,One year,No,Bank transfer (automatic),101.25,5475.6
7044-YAACC,2019-10-01,No,Month-to-month,Yes,Electronic check,70.2,280.8
8189-XRIKE,2017-06-01,No,Month-to-month,No,Electronic check,90.95,2910.4
1506-YJTYT,2016-05-01,No,Two year,No,Credit card (automatic),73.85,3422.95
4123-DVHPH,2019-05-01,No,Month-to-month,Yes,Electronic check,88.05,863.77
6425-YQLLO,2014-07-01,2016-04-01,One year,Yes,Credit card (automatic),105.95,2247.2
5442-UTCVD,2019-07-01,No,Month-to-month,No,Electronic check,91.85,642.95
2228-BZDEE,2015-08-01,No,Two year,No,Mailed check,20.1,1096.25
7734-DBOAI,2019-10-01,No,Month-to-month,No,Electronic check,40.1,165.21
2789-CZANW,2014-10-01,No,Two year,No,Bank transfer (automatic),110.3,7412.16
2091-RFFBA,2017-06-01,No,Month-to-month,Yes,Electronic check,73.9,2530.34
2114-MGINA,2018-09-01,No,Month-to-month,Yes,Mailed check,89.8,1526.6
7596-LDUXP,2019-02-01,No,One year,Yes,Credit card (automatic),85.15,1052.45
3740-RLMVT,2014-07-01,No,One year,Yes,Bank transfer (automatic),60.95,4287.83
4489-SNOJF,2017-01-01,No,Month-to-month,No,Electronic check,72.25,2860.38
2192-OZITF,2016-05-01,No,Two year,No,Mailed check,73.55,3309.75
5651-CPDND,2019-04-01,No,Month-to-month,No,Mailed check,46.0,460.0
2186-QZEYA,2017-09-01,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1731.91
1131-ALZWV,2018-02-01,No,One year,No,Bank transfer (automatic),24.6,649.44
7729-XBTWX,2014-08-01,No,Two year,Yes,Mailed check,19.75,1394.75
9134-WYRVP,2015-11-01,No,One year,No,Mailed check,86.35,4403.85
3284-SVCRO,2016-05-01,2018-09-01,Two year,No,Mailed check,25.5,714.0
9732-OUYRN,2016-01-01,No,One year,No,Credit card (automatic),19.0,1024.1
0559-CKHUS,2017-09-01,No,Two year,Yes,Mailed check,19.55,623.65
2931-SVLTV,2016-10-01,No,Month-to-month,Yes,Credit card (automatic),110.1,4536.12
6899-PPEEA,2016-09-01,2020-01-01,Month-to-month,Yes,Electronic check,96.55,3862.0
7504-UWHNB,2018-01-01,No,Month-to-month,No,Electronic check,69.75,1848.38
2582-FFFZR,2018-04-01,No,Month-to-month,Yes,Electronic check,50.6,1146.6
8908-NMQTX,2014-02-01,2015-02-01,Two year,Yes,Bank transfer (automatic),65.6,826.56
2187-LZGPL,2019-06-01,No,Month-to-month,Yes,Credit card (automatic),40.1,327.22
1431-AIDJQ,2017-05-01,No,Two year,No,Credit card (automatic),82.1,2709.3
6288-LBEAR,2018-03-01,No,Month-to-month,Yes,Mailed check,79.1,1946.65
4597-NUCQV,2017-12-01,No,Month-to-month,Yes,Electronic check,101.25,2632.5
9019-QVLZD,2019-11-01,No,Month-to-month,No,Electronic check,79.55,260.13
8413-YNHNV,2014-05-01,No,Two year,No,Mailed check,90.65,6567.59
5808-TOTXO,2019-11-01,No,One year,Yes,Credit card (automatic),20.55,61.65
4369-NYSCF,2015-06-01,No,One year,Yes,Bank transfer (automatic),75.75,4581.36
6333-YDVLT,2014-09-01,2016-05-01,One year,Yes,Credit card (automatic),110.0,2354.0
5324-KTGCG,2014-03-01,2017-12-01,One year,No,Electronic check,20.85,1003.93
5599-HVLTW,2018-12-01,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1124.9
7394-LWLYN,2019-12-01,No,Month-to-month,Yes,Electronic check,70.15,140.3
3707-LRWZD,2017-02-01,2018-04-01,One year,No,Electronic check,84.05,1223.77
6873-UDNLD,2016-10-01,No,Month-to-month,No,Electronic check,67.45,2886.86
2700-LUEVA,2020-01-01,No,Month-to-month,No,Credit card (automatic),20.75,22.0
1455-ESIQH,2019-12-01,No,Month-to-month,Yes,Electronic check,89.1,178.2
0958-YHXGP,2019-07-01,No,Month-to-month,Yes,Mailed check,69.9,489.3
1101-SSWAG,2018-11-01,No,Month-to-month,Yes,Electronic check,51.1,781.83
2979-SXESE,2018-07-01,2018-08-01,Month-to-month,No,Electronic check,94.4,94.4
4013-TLDHQ,2018-05-01,No,Month-to-month,Yes,Electronic check,78.25,1676.12
5743-KHMNA,2014-03-01,No,Two year,No,Bank transfer (automatic),25.55,1886.61
4194-FJARJ,2015-08-01,2017-09-01,Two year,No,Bank transfer (automatic),60.0,1605.0
5325-UWTWJ,2017-07-01,No,Month-to-month,Yes,Credit card (automatic),90.55,2947.4
3969-GYXEL,2019-03-01,No,Month-to-month,No,Electronic check,76.4,874.02
9208-OLGAQ,2018-08-01,No,Month-to-month,Yes,Electronic check,84.95,1574.97
3244-CQPHU,2014-02-01,No,Two year,Yes,Bank transfer (automatic),110.1,7927.2
2674-MLXMN,2014-03-01,No,Month-to-month,Yes,Credit card (automatic),99.65,7075.15
9708-HPXWZ,2019-09-01,No,Month-to-month,No,Credit card (automatic),45.4,227.0
6992-TKNYO,2016-12-01,No,One year,No,Credit card (automatic),69.0,2884.2
4468-YDOVK,2019-09-01,No,Month-to-month,Yes,Bank transfer (automatic),48.65,243.25
3754-DXMRT,2019-09-01,No,Month-to-month,Yes,Electronic check,44.15,225.16
5792-JALQC,2015-10-01,No,Two year,No,Bank transfer (automatic),59.85,3112.2
7130-VTEWQ,2019-02-01,No,Month-to-month,Yes,Electronic check,75.75,909.0
2200-DSAAL,2014-06-01,No,Two year,Yes,Electronic check,80.65,6032.62
4302-ZYFEL,2014-05-01,No,One year,Yes,Credit card (automatic),20.55,1517.21
9351-LZYGF,2016-08-01,No,Month-to-month,Yes,Credit card (automatic),66.4,2984.02
4366-CTOUZ,2015-12-01,2018-09-01,Two year,Yes,Mailed check,100.2,3637.26
6121-VZNQB,2019-12-01,No,Month-to-month,Yes,Mailed check,19.1,38.2
7903-CMPEY,2019-10-01,No,Month-to-month,Yes,Electronic check,80.3,321.2
1518-OMDIK,2017-05-01,No,Month-to-month,Yes,Credit card (automatic),44.55,1470.15
6671-NGWON,2019-07-01,No,Month-to-month,No,Mailed check,20.35,142.45
0595-ITUDF,2014-10-01,2016-03-01,Month-to-month,Yes,Electronic check,91.8,1638.63
6996-KNSML,2019-12-01,No,Month-to-month,Yes,Electronic check,74.9,149.8
1955-IBMMB,2015-03-01,No,Two year,Yes,Bank transfer (automatic),20.2,1191.8
0096-BXERS,2019-08-01,No,Month-to-month,No,Electronic check,50.35,311.16
3806-YAZOV,2019-11-01,No,Month-to-month,No,Mailed check,18.8,56.4
7998-ZLXWN,2018-11-01,No,Month-to-month,No,Credit card (automatic),20.45,334.36
6253-WRFHY,2019-01-01,No,One year,Yes,Electronic check,64.75,883.84
9133-AYJZG,2018-03-01,No,Month-to-month,Yes,Credit card (automatic),98.7,2451.71
2675-OTVVJ,2017-07-01,2019-02-01,Month-to-month,No,Electronic check,89.45,1784.53
8680-CGLTP,2017-09-01,No,One year,Yes,Electronic check,58.75,1874.13
8430-TWCBX,2016-01-01,No,One year,No,Credit card (automatic),20.7,1065.02
5018-GWURO,2015-06-01,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4793.6
6741-QRLUP,2014-11-01,No,Two year,Yes,Credit card (automatic),80.3,5160.08
4737-HOBAX,2014-11-01,No,Two year,No,Credit card (automatic),79.8,5027.4
0537-QYZZN,2018-02-01,No,Month-to-month,Yes,Electronic check,79.85,1916.4
3340-QBBFM,2017-02-01,No,One year,No,Credit card (automatic),54.1,2006.03
1704-NRWYE,2019-01-01,No,Month-to-month,Yes,Electronic check,80.85,1156.15
2592-SEIFQ,2019-07-01,No,Month-to-month,No,Electronic check,24.75,185.38
8200-KLNYW,2018-05-01,No,One year,No,Mailed check,80.9,1715.89
3372-CDXFJ,2019-01-01,No,One year,No,Bank transfer (automatic),24.5,321.69
4781-ZXYGU,2020-01-01,No,Month-to-month,Yes,Bank transfer (automatic),20.15,21.96
7632-YUTXB,2018-01-01,No,One year,No,Mailed check,20.05,526.31
2718-YSKCS,2014-03-01,2019-07-01,Two year,Yes,Bank transfer (automatic),19.6,1254.4
9896-UYMIE,2014-08-01,No,One year,Yes,Bank transfer (automatic),114.3,7543.8
0853-NWIFK,2016-05-01,No,One year,Yes,Electronic check,100.3,4874.58
8212-CRQXP,2018-04-01,No,Month-to-month,Yes,Credit card (automatic),80.0,1760.0
6980-CDGFC,2014-07-01,No,One year,Yes,Bank transfer (automatic),20.85,1396.95
7691-XVTZH,2014-06-01,No,Two year,Yes,Bank transfer (automatic),89.95,6116.6
2520-SGTTA,2020-02-01,No,Two year,No,Mailed check,20.0, 
7481-ATQQS,2015-11-01,No,Month-to-month,Yes,Credit card (automatic),90.85,4633.35
2277-VWCNI,2019-10-01,No,Month-to-month,No,Mailed check,48.75,195.0
1088-CNNKB,2014-11-01,No,One year,No,Credit card (automatic),80.0,5040.0
8642-GVWRF,2019-09-01,No,Month-to-month,No,Bank transfer (automatic),79.7,398.5
1930-BZLHI,2018-05-01,No,One year,Yes,Mailed check,20.35,452.99
3400-ESFUW,2015-04-01,2018-05-01,Two year,No,Bank transfer (automatic),57.55,2214.52
5868-YTYKS,2020-01-01,No,Month-to-month,Yes,Mailed check,20.25,22.07
3525-DVKFN,2018-09-01,No,Two year,No,Mailed check,19.4,362.78
1482-OXZSY,2017-08-01,No,Month-to-month,Yes,Bank transfer (automatic),100.4,3012.0
0377-JBKKT,2018-04-01,No,Month-to-month,Yes,Mailed check,57.95,1376.89
5778-BVOFB,2019-05-01,No,Month-to-month,Yes,Bank transfer (automatic),59.5,572.99
3373-YZZYM,2020-01-01,No,Month-to-month,No,Mailed check,19.2,19.2
2057-ZBLPD,2018-02-01,No,Month-to-month,Yes,Electronic check,86.5,2076.0
0228-MAUWC,2018-07-01,No,Month-to-month,No,Electronic check,59.55,1131.45
5502-RLUYV,2014-03-01,2018-08-01,Month-to-month,Yes,Electronic check,103.95,5895.0
0023-HGHWL,2019-10-01,No,Month-to-month,Yes,Electronic check,25.1,100.4
7663-YJHSN,2014-02-01,No,Two year,Yes,Bank transfer (automatic),103.95,7634.09
4915-BFSXL,2014-04-01,2016-07-01,Two year,No,Credit card (automatic),68.95,1861.65
3086-RUCRN,2014-08-01,No,Month-to-month,Yes,Bank transfer (automatic),103.1,6804.6
5215-LNLDJ,2019-07-01,No,Month-to-month,Yes,Electronic check,24.7,172.9
7576-JMYWV,2016-04-01,No,Month-to-month,Yes,Electronic check,110.2,5373.35
9039-RBEEE,2016-08-01,No,Month-to-month,Yes,Credit card (automatic),48.95,2076.46
0257-KXZGU,2017-06-01,No,Month-to-month,No,Bank transfer (automatic),62.45,1998.4
1307-ATKGB,2018-02-01,No,Month-to-month,Yes,Electronic check,89.55,2149.2
8417-FMLZI,2019-07-01,No,Month-to-month,Yes,Credit card (automatic),83.55,643.34
3714-XPXBW,2017-01-01,No,Month-to-month,Yes,Credit card (automatic),78.9,3182.04
1850-AKQEP,2019-06-01,No,Month-to-month,No,Mailed check,20.35,170.94
2824-DXNKN,2014-02-01,No,Two year,Yes,Bank transfer (automatic),71.45,5144.4
5227-JSCFE,2014-03-01,No,Two year,No,Credit card (automatic),46.35,3455.39
0848-ZGQIJ,2018-10-01,No,Month-to-month,Yes,Bank transfer (automatic),94.65,1514.4
3621-CHYVB,2015-05-01,No,Month-to-month,Yes,Bank transfer (automatic),49.9,2872.74
8042-RNLKO,2014-08-01,No,One year,No,Bank transfer (automatic),25.45,1679.7
1792-UXAFY,2018-08-01,No,Month-to-month,Yes,Electronic check,89.15,1604.7
5372-FBKBN,2018-05-01,No,Month-to-month,No,Mailed check,20.75,435.75
0420-TXVSG,2014-08-01,No,Two year,Yes,Credit card (automatic),66.1,4493.48
6217-TOWGS,2018-09-01,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1320.25
0515-YPMCW,2019-11-01,No,Month-to-month,Yes,Mailed check,70.45,211.35
0378-XSZPU,2015-03-01,2016-02-01,One year,No,Credit card (automatic),60.3,663.3
1045-LTCYT,2019-06-01,No,Month-to-month,No,Credit card (automatic),21.05,181.87
1544-JJMYL,2017-11-01,No,One year,No,Credit card (automatic),69.35,1872.45
4636-JGAAI,2017-04-01,No,Month-to-month,No,Mailed check,88.85,3020.9
6874-SGLHU,2017-08-01,No,One year,Yes,Bank transfer (automatic),97.0,3084.6
5951-AOFIH,2017-05-01,No,Month-to-month,Yes,Credit card (automatic),66.4,2300.76
4729-XKASR,2019-09-01,No,Month-to-month,No,Electronic check,24.75,123.75
3059-NGMXB,2018-12-01,2019-03-01,Month-to-month,No,Mailed check,69.2,209.68
8652-YHIYU,2018-10-01,No,One year,Yes,Credit card (automatic),79.5,1272.0
5278-PNYOX,2016-01-01,No,Two year,No,Credit card (automatic),100.65,5227.76
5449-FIBXJ,2018-05-01,No,Month-to-month,No,Electronic check,103.3,2299.46
3486-HOOGQ,2014-04-01,No,Two year,No,Bank transfer (automatic),79.7,5579.0
5061-PBXFW,2017-06-01,No,Month-to-month,No,Bank transfer (automatic),61.4,2004.1
8630-FJLIB,2018-08-01,No,Month-to-month,Yes,Electronic check,69.8,1256.4
3891-NLXJB,2017-01-01,No,Two year,Yes,Mailed check,40.55,1530.36
4749-OJKQU,2019-10-01,No,Month-to-month,Yes,Electronic check,75.65,302.6
0577-WHMEV,2018-10-01,No,Month-to-month,No,Electronic check,90.7,1596.32
5453-AXEPF,2018-09-01,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1491.67
3639-XJHKQ,2018-07-01,No,Month-to-month,Yes,Electronic check,60.6,1197.46
3716-LRGXK,2015-02-01,2019-06-01,Two year,No,Credit card (automatic),101.15,5259.8
2263-SFSQZ,2015-11-01,No,Two year,Yes,Mailed check,24.95,1361.52
9950-MTGYX,2017-10-01,2018-09-01,Two year,Yes,Credit card (automatic),20.3,230.0
3397-AVTKU,2016-07-01,No,Two year,Yes,Electronic check,60.0,2580.0
4825-FUREZ,2016-08-01,2018-02-01,Two year,No,Electronic check,20.25,400.95
9837-BMCLM,2019-10-01,No,Month-to-month,Yes,Electronic check,78.5,314.0
2672-OJQZP,2020-01-01,No,Month-to-month,No,Mailed check,44.75,46.09
0137-UDEUO,2019-08-01,No,Month-to-month,No,Mailed check,19.85,119.1
3134-DSHVC,2014-11-01,No,Two year,No,Credit card (automatic),98.0,6482.7
6161-UUUTA,2019-08-01,No,Month-to-month,Yes,Electronic check,79.9,479.4
7821-DPRQE,2014-06-01,No,Month-to-month,Yes,Electronic check,107.7,7323.6
